epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,2012.03,1.25978,1.38635,1.39335,0.70707,0.59699,0.61818,0.38987,1.23213,1.10334,1.36692,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,2027.03,1.25467,1.3607,1.38218,0.65505,0.59859,0.58221,0.35559,1.24262,1.15703,1.37453,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,2041.8,1.26113,1.36118,1.38758,0.72106,0.6001,0.62399,0.38826,1.26421,1.1018,1.39018,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,2057.19,1.26018,1.35952,1.38784,0.70378,0.63887,0.63584,0.40202,1.23653,1.06418,1.37268,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,2072.47,1.24117,1.3497,1.38442,0.70025,0.61756,0.62401,0.40269,1.23356,1.09958,1.36428,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,2087.43,1.2493,1.35644,1.38034,0.7046,0.57367,0.62634,0.40924,1.23996,1.08596,1.37346,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,2102.41,1.22268,1.31409,1.3606,0.67078,0.60571,0.62569,0.40194,1.23386,1.11457,1.3852,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,2117.53,1.23867,1.33657,1.37314,0.73066,0.58153,0.60413,0.39299,1.22354,1.06892,1.35893,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,2132.66,1.23628,1.33176,1.36679,0.77116,0.54839,0.62504,0.38991,1.28458,1.11827,1.40074,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,2147.52,1.24283,1.33066,1.37605,0.69204,0.64874,0.64322,0.39334,1.25159,1.07902,1.38464,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,2162.5,1.2484,1.35411,1.37436,0.6752,0.65628,0.63354,0.38736,1.24716,1.06908,1.38359,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,2177.57,1.23437,1.32708,1.36976,0.66342,0.66896,0.65171,0.4192,1.21978,1.05618,1.3667,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,2192.7,1.22671,1.3296,1.37181,0.669,0.61203,0.62473,0.39661,1.21233,1.07095,1.36763,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,2207.55,1.22318,1.32408,1.36996,0.68122,0.62978,0.62872,0.40617,1.20763,1.09394,1.34948,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,2222.57,1.23308,1.32337,1.37113,0.62075,0.62647,0.61976,0.39431,1.24508,1.09577,1.39247,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,2237.93,1.21989,1.30622,1.36071,0.71642,0.55471,0.62908,0.38621,1.25198,1.08516,1.37461,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,2253.05,1.23454,1.34076,1.37376,0.66717,0.61272,0.62253,0.39401,1.27452,1.10262,1.39625,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,2268.07,1.22009,1.32357,1.36797,0.62409,0.65061,0.61618,0.39796,1.2169,1.11097,1.35945,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,2283.1,1.21134,1.30377,1.35277,0.62188,0.63728,0.6029,0.3771,1.23436,1.08027,1.37263,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,2298.41,1.21512,1.30015,1.35012,0.6562,0.6209,0.60354,0.38651,1.21594,1.08096,1.35431,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,2313.58,1.21437,1.31239,1.35825,0.67181,0.57423,0.59754,0.37839,1.238,1.11592,1.37608,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,2328.63,1.20873,1.28959,1.34733,0.69431,0.58335,0.60186,0.38457,1.20727,1.11362,1.35904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,2343.78,1.22314,1.31395,1.36718,0.70007,0.59109,0.62996,0.41007,1.20882,1.08176,1.34556,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,2359.04,1.20554,1.27429,1.34277,0.7311,0.58844,0.62901,0.40195,1.19581,1.07696,1.33894,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,2374.31,1.2117,1.29344,1.34843,0.67608,0.60445,0.6333,0.40674,1.21411,1.07306,1.35009,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,2389.49,1.22174,1.30134,1.36311,0.71866,0.60194,0.62219,0.39163,1.22855,1.08898,1.36717,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,2404.45,1.20981,1.27932,1.35292,0.70289,0.60918,0.62157,0.39356,1.2092,1.07772,1.36943,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,2419.58,1.20677,1.28173,1.35715,0.64406,0.62385,0.60522,0.39848,1.21416,1.08856,1.35474,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,2434.64,1.19083,1.26294,1.34193,0.74635,0.58598,0.62343,0.42256,1.22667,1.09395,1.35222,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,2449.58,1.218,1.28403,1.34842,0.71266,0.63911,0.62332,0.40962,1.1947,1.09394,1.34437,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,2464.67,1.20936,1.2862,1.35486,0.71684,0.60801,0.63543,0.40882,1.23302,1.11751,1.35643,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,2479.99,1.19031,1.26394,1.3369,0.64439,0.6392,0.6258,0.40295,1.18372,1.1028,1.33861,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
164,2495.1,1.20017,1.28391,1.3472,0.72151,0.55465,0.60136,0.39661,1.20209,1.10109,1.35742,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
165,2510.24,1.19954,1.28225,1.34183,0.6871,0.60644,0.6151,0.40269,1.20092,1.05903,1.34591,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
166,2525.24,1.193,1.26503,1.34197,0.6012,0.68424,0.62237,0.41271,1.19699,1.08906,1.33793,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
167,2540.57,1.19281,1.2576,1.33576,0.65828,0.57326,0.6045,0.39798,1.21942,1.08039,1.34773,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
168,2555.72,1.19405,1.26887,1.33872,0.67231,0.59756,0.6148,0.41063,1.21495,1.06859,1.3453,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
169,2570.63,1.19538,1.26517,1.33787,0.64838,0.6097,0.61776,0.40419,1.22737,1.08538,1.35749,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
170,2585.8,1.18548,1.24658,1.33827,0.68869,0.58609,0.62647,0.41533,1.22456,1.09401,1.36995,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
171,2601.18,1.19046,1.26216,1.33874,0.58504,0.63933,0.60197,0.39348,1.2281,1.09612,1.3681,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
172,2616.14,1.19074,1.25243,1.34132,0.60902,0.62081,0.61178,0.38079,1.22929,1.08703,1.35975,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
173,2631.06,1.18959,1.23416,1.3245,0.66654,0.59033,0.61359,0.40465,1.24556,1.10664,1.37748,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
174,2646,1.1685,1.23273,1.32385,0.67368,0.59944,0.63159,0.40114,1.25468,1.0952,1.36874,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
175,2661.08,1.18193,1.24957,1.33244,0.76336,0.55582,0.62698,0.39566,1.24595,1.09251,1.37517,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
176,2676.24,1.18455,1.25146,1.33214,0.68479,0.59892,0.62,0.3754,1.21436,1.08307,1.366,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
177,2691.33,1.18339,1.24401,1.33355,0.65578,0.60523,0.60681,0.38652,1.2437,1.11853,1.38865,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
178,2706.38,1.17668,1.23208,1.33256,0.71434,0.59359,0.61037,0.40257,1.25038,1.0851,1.3919,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
179,2721.49,1.19237,1.25501,1.34177,0.66293,0.61967,0.61696,0.40346,1.2335,1.10053,1.37718,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
180,2736.46,1.19034,1.26319,1.33861,0.69201,0.62061,0.62466,0.41806,1.24524,1.06114,1.37662,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
181,2751.41,1.19135,1.26883,1.3393,0.70795,0.59346,0.63447,0.41374,1.23383,1.07768,1.36449,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
182,2766.74,1.16936,1.23286,1.32524,0.71167,0.59304,0.63805,0.42969,1.20702,1.04273,1.35383,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
183,2781.84,1.17377,1.22552,1.32554,0.68978,0.58009,0.62536,0.41454,1.24943,1.0767,1.37719,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
184,2796.96,1.16633,1.23772,1.32708,0.76436,0.54666,0.63124,0.41718,1.23384,1.07967,1.38527,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
185,2812.11,1.17615,1.22582,1.32123,0.73069,0.5866,0.62224,0.41893,1.23957,1.1002,1.37551,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
186,2827.22,1.17377,1.23436,1.32722,0.75057,0.62838,0.65099,0.42294,1.24659,1.05657,1.37214,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
187,2842.46,1.18248,1.23229,1.32689,0.683,0.63648,0.6297,0.42326,1.20244,1.07895,1.34191,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
188,2857.45,1.1638,1.21606,1.31612,0.73925,0.59316,0.64535,0.43381,1.23469,1.07184,1.37297,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
189,2872.47,1.17137,1.21555,1.312,0.63403,0.64917,0.63708,0.42431,1.17765,1.07293,1.33767,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
190,2887.69,1.16178,1.21527,1.31821,0.64355,0.66553,0.62107,0.40473,1.1612,1.07213,1.32512,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
191,2903.03,1.15891,1.2169,1.32272,0.64408,0.63637,0.63155,0.42159,1.16725,1.07762,1.31909,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
192,2918.25,1.17172,1.21214,1.32252,0.65476,0.57686,0.61181,0.41637,1.19229,1.06752,1.33199,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
193,2933.02,1.1611,1.21407,1.31828,0.70915,0.60306,0.63707,0.42747,1.19207,1.0527,1.33609,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
194,2948.01,1.16055,1.21625,1.31634,0.72166,0.58717,0.63842,0.43671,1.17898,1.05044,1.33278,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
195,2963.14,1.15497,1.19733,1.31335,0.69766,0.61084,0.62722,0.43199,1.18493,1.04478,1.33239,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
196,2978.14,1.1491,1.19859,1.31243,0.72069,0.5762,0.63589,0.42769,1.20811,1.05667,1.34241,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
197,2993.11,1.17351,1.21618,1.32096,0.6519,0.63214,0.64133,0.4299,1.20829,1.07935,1.3522,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
198,3008,1.1476,1.19877,1.31328,0.67609,0.65714,0.63132,0.42005,1.19698,1.03839,1.3484,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
199,3023.28,1.15331,1.20663,1.31659,0.65675,0.6396,0.62276,0.41337,1.22205,1.07726,1.35944,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
200,3038.1,1.15499,1.20793,1.31821,0.66101,0.60083,0.63057,0.42112,1.23653,1.10594,1.35707,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
201,3052.9,1.13759,1.19067,1.30446,0.69337,0.63179,0.64208,0.42937,1.23121,1.08992,1.35569,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
202,3068.07,1.14408,1.18901,1.30478,0.69561,0.66219,0.65582,0.43712,1.18339,1.03393,1.33279,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
203,3083.47,1.15043,1.20742,1.31147,0.74228,0.60279,0.64748,0.43327,1.20442,1.08575,1.34897,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
204,3098.41,1.14333,1.18833,1.31011,0.69705,0.59038,0.64286,0.42604,1.19873,1.07538,1.35451,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
205,3113.33,1.15717,1.1857,1.31327,0.64027,0.67875,0.64794,0.44376,1.16821,1.02864,1.33013,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
206,3128.3,1.13712,1.17551,1.30212,0.71863,0.63404,0.66313,0.45466,1.18701,1.03367,1.33643,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
207,3143.4,1.13895,1.18086,1.30515,0.68626,0.60523,0.63465,0.42904,1.20324,1.06053,1.3602,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
208,3158.41,1.14149,1.18823,1.30748,0.72775,0.60291,0.64257,0.43331,1.20674,1.06233,1.35521,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
209,3173.45,1.13369,1.17832,1.2978,0.65673,0.64435,0.63251,0.42806,1.21063,1.09367,1.36702,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
210,3188.53,1.13944,1.18165,1.30102,0.69678,0.64375,0.64244,0.43452,1.19914,1.05246,1.35388,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
211,3204.05,1.14927,1.18865,1.30538,0.69128,0.60933,0.6368,0.42371,1.19874,1.05078,1.35803,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
212,3219.17,1.1257,1.1654,1.28891,0.71923,0.62795,0.65625,0.42706,1.18556,1.0464,1.34405,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
213,3233.93,1.13995,1.17882,1.2981,0.6679,0.65132,0.65602,0.42773,1.17803,1.01995,1.33108,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
214,3249.1,1.13535,1.17433,1.29736,0.70688,0.62168,0.65386,0.44,1.20839,1.0406,1.34635,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
215,3264.37,1.13373,1.16557,1.29455,0.68133,0.66217,0.65346,0.43318,1.21922,1.03843,1.35378,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
216,3279.39,1.13835,1.17365,1.31238,0.67752,0.63218,0.65638,0.44386,1.20178,1.04185,1.3401,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
217,3294.38,1.14071,1.17227,1.30339,0.71452,0.60458,0.6518,0.44048,1.21255,1.059,1.34576,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
218,3309.39,1.12495,1.16048,1.28963,0.67067,0.64587,0.65619,0.427,1.22462,1.0326,1.3418,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
219,3324.74,1.11725,1.15042,1.29121,0.69701,0.65203,0.66411,0.43332,1.19078,1.02405,1.3261,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
220,3339.67,1.12484,1.1588,1.29172,0.73159,0.61991,0.65959,0.43263,1.15814,1.00973,1.30908,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
221,3354.6,1.13392,1.18215,1.30065,0.70115,0.66177,0.66841,0.43554,1.18111,1.03691,1.32606,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
222,3369.73,1.11226,1.15454,1.28063,0.70477,0.66426,0.65936,0.44032,1.18258,1.01031,1.3265,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
223,3384.83,1.14121,1.17573,1.2941,0.75802,0.6189,0.66694,0.44573,1.17585,1.01135,1.32388,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
224,3400.12,1.12134,1.1447,1.2795,0.66116,0.66013,0.66527,0.44735,1.15271,1.00687,1.3108,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
225,3415.07,1.12078,1.14937,1.29186,0.66325,0.66468,0.66715,0.4452,1.15692,1.00955,1.31326,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
226,3430.3,1.11998,1.15844,1.2962,0.73937,0.61648,0.6502,0.44088,1.16851,1.0429,1.326,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
227,3445.38,1.12118,1.1572,1.28217,0.64178,0.69079,0.63745,0.43294,1.16806,1.05421,1.32556,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
228,3460.22,1.11383,1.13851,1.28424,0.7275,0.62273,0.64679,0.44447,1.17994,1.05361,1.34124,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
229,3475.31,1.11911,1.13783,1.28477,0.7024,0.60005,0.64449,0.44021,1.18803,1.06736,1.34717,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
230,3490.29,1.10395,1.13258,1.28026,0.6993,0.61921,0.65493,0.44328,1.17756,1.05061,1.34125,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
231,3505.17,1.11181,1.14598,1.28236,0.685,0.65676,0.64161,0.43196,1.16638,1.04474,1.342,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
232,3520.04,1.11654,1.13348,1.27722,0.71591,0.62527,0.63654,0.42808,1.16181,1.05623,1.31893,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
233,3535.12,1.10371,1.12091,1.2727,0.70274,0.63268,0.64033,0.43545,1.18031,1.04736,1.32552,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
234,3550.38,1.11243,1.13021,1.28007,0.71319,0.629,0.6478,0.45056,1.18683,1.04672,1.33628,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
235,3565.5,1.12003,1.16909,1.29436,0.67891,0.66019,0.64165,0.43931,1.19213,1.05828,1.33996,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
236,3580.48,1.10083,1.13085,1.27546,0.71291,0.64496,0.6465,0.44162,1.17324,1.06995,1.33305,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
237,3595.45,1.10711,1.12902,1.27807,0.73768,0.60337,0.64282,0.43886,1.16735,1.07867,1.3315,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
238,3610.52,1.10051,1.12762,1.28294,0.7005,0.62411,0.63175,0.43814,1.17016,1.08685,1.32738,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
239,3625.57,1.10454,1.12816,1.27679,0.71131,0.62492,0.63122,0.43967,1.17797,1.08197,1.33759,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
240,3640.55,1.10534,1.12227,1.27835,0.65686,0.67106,0.62415,0.43503,1.18337,1.05995,1.361,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
241,3655.64,1.10101,1.12078,1.27601,0.65633,0.67178,0.6249,0.40972,1.18342,1.08626,1.35592,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
242,3670.71,1.10936,1.1282,1.28196,0.65932,0.66524,0.64028,0.43014,1.19993,1.08387,1.35521,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
243,3685.71,1.11236,1.13098,1.28449,0.69125,0.65111,0.63709,0.43115,1.19811,1.0943,1.36156,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
244,3700.63,1.09609,1.12363,1.27435,0.67659,0.68589,0.63863,0.434,1.17813,1.07113,1.3539,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
245,3715.6,1.08758,1.11578,1.26991,0.64974,0.65095,0.63393,0.4242,1.18343,1.09159,1.36119,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
246,3730.68,1.1055,1.12375,1.28309,0.72893,0.60823,0.6532,0.43181,1.17421,1.07332,1.35256,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
247,3745.76,1.10905,1.1312,1.28119,0.7442,0.63192,0.66086,0.45105,1.18242,1.06186,1.35619,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
248,3760.58,1.10231,1.12584,1.27795,0.68917,0.66302,0.65933,0.45366,1.18834,1.046,1.36076,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
249,3775.55,1.08878,1.10975,1.2665,0.69601,0.67741,0.65394,0.44335,1.18455,1.06195,1.36198,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
250,3790.65,1.09345,1.12298,1.27661,0.70018,0.6605,0.648,0.45312,1.18086,1.0725,1.35756,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
251,3805.8,1.09415,1.10663,1.27413,0.70138,0.65796,0.65615,0.45615,1.17319,1.05191,1.35242,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
252,3820.81,1.09867,1.11916,1.27493,0.6988,0.64256,0.65768,0.45437,1.16867,1.04251,1.34647,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
253,3835.78,1.10146,1.10186,1.27298,0.69222,0.65051,0.64866,0.45414,1.16423,1.07184,1.34034,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
254,3850.85,1.09597,1.09826,1.26337,0.72306,0.60951,0.64421,0.43832,1.17851,1.07299,1.34918,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
255,3866.05,1.08611,1.09442,1.26209,0.73551,0.63929,0.64645,0.44986,1.16838,1.0587,1.34457,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
256,3880.96,1.08205,1.08996,1.25776,0.73911,0.62122,0.64968,0.44884,1.1624,1.04899,1.33896,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
257,3895.95,1.09291,1.09771,1.26638,0.66159,0.64644,0.63799,0.43973,1.15918,1.03771,1.33699,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
258,3911.09,1.08419,1.10505,1.26756,0.69888,0.65618,0.64689,0.44418,1.1607,1.03294,1.33598,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
259,3926.11,1.08884,1.09049,1.25669,0.69319,0.68869,0.65812,0.45189,1.17055,1.04851,1.33287,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
260,3941.05,1.07983,1.09165,1.26469,0.65645,0.69783,0.65812,0.44828,1.16449,1.04341,1.33309,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
261,3956.21,1.0924,1.10407,1.27439,0.70012,0.63832,0.64993,0.44849,1.15819,1.0495,1.32435,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
262,3971.1,1.08287,1.08567,1.26404,0.68504,0.65101,0.64599,0.44962,1.16979,1.03774,1.33585,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322
263,3985.98,1.08519,1.09721,1.26682,0.69604,0.62875,0.64183,0.4425,1.18645,1.04988,1.35606,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124
264,4000.93,1.06177,1.07675,1.25101,0.69464,0.63847,0.63983,0.43205,1.1798,1.0596,1.35172,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926,0.0143778,0.0047926
265,4015.99,1.06638,1.07154,1.24447,0.69883,0.64503,0.64665,0.44479,1.1839,1.04278,1.34698,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
