epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
266,4031.18,1.07838,1.09537,1.26496,0.71446,0.62416,0.65687,0.44853,1.18397,1.02812,1.34835,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
267,4046.46,1.08835,1.08913,1.2605,0.71775,0.61763,0.65256,0.45053,1.16897,1.02246,1.33539,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
268,4061.46,1.07995,1.09084,1.26232,0.64985,0.65986,0.65402,0.44149,1.1848,1.0314,1.34612,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134,0.0141402,0.0047134
269,4076.41,1.07627,1.08162,1.25791,0.6913,0.66326,0.6565,0.44318,1.17978,1.01669,1.34414,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
270,4091.59,1.07404,1.07724,1.25551,0.6554,0.66329,0.6456,0.44237,1.17736,1.03109,1.34379,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738,0.0140214,0.0046738
271,4106.6,1.082,1.07683,1.26198,0.69698,0.64791,0.65267,0.44154,1.18589,1.02758,1.35475,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
272,4121.58,1.05833,1.06004,1.24535,0.71209,0.64154,0.65605,0.44205,1.17418,1.03557,1.34975,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342,0.0139026,0.0046342
273,4136.57,1.07223,1.07933,1.26318,0.69769,0.66229,0.6506,0.4362,1.17756,1.03406,1.3426,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
274,4151.83,1.06667,1.0816,1.2575,0.64797,0.69365,0.64559,0.43749,1.17519,1.03081,1.33898,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946,0.0137838,0.0045946
275,4166.77,1.08439,1.09295,1.27639,0.71068,0.65678,0.65773,0.44215,1.17684,1.03204,1.3442,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
276,4181.77,1.06506,1.06797,1.24645,0.7259,0.65288,0.66254,0.44883,1.1648,1.01566,1.33847,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
277,4196.81,1.05309,1.06566,1.2478,0.70505,0.67315,0.66467,0.45223,1.16199,1.00042,1.32954,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
278,4211.86,1.06621,1.06464,1.24627,0.76527,0.64534,0.67301,0.45373,1.16766,1.00633,1.33701,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154,0.0135462,0.0045154
279,4227,1.07102,1.0655,1.25384,0.73746,0.66286,0.66843,0.4511,1.17062,1.01735,1.33581,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
280,4242.04,1.0581,1.06541,1.24546,0.72985,0.66162,0.66821,0.45474,1.17022,1.0143,1.32982,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758,0.0134274,0.0044758
281,4257.18,1.06315,1.06759,1.25407,0.72154,0.67395,0.67111,0.45474,1.17109,1.01819,1.33675,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
282,4272.26,1.06664,1.07213,1.24948,0.71727,0.66655,0.66867,0.45397,1.1753,1.01335,1.33813,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362,0.0133086,0.0044362
283,4287.53,1.05619,1.05256,1.24099,0.69672,0.69567,0.68213,0.46363,1.18011,1.00621,1.34732,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
284,4302.78,1.0615,1.07353,1.24596,0.73952,0.67153,0.67963,0.4573,1.17761,1.00274,1.35086,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966,0.0131898,0.0043966
285,4318.23,1.0554,1.05142,1.24262,0.72561,0.65752,0.66977,0.45734,1.17043,0.98593,1.34338,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768
286,4333.54,1.0555,1.05134,1.24972,0.72301,0.66071,0.67114,0.45665,1.16713,0.98653,1.34662,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
287,4348.86,1.06385,1.07328,1.25227,0.71158,0.65637,0.66157,0.44876,1.18176,1.00568,1.35968,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372
288,4364.11,1.06059,1.06536,1.25025,0.71978,0.67124,0.65745,0.4478,1.18065,1.0081,1.35194,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174,0.0129522,0.0043174
289,4379.53,1.04604,1.04274,1.23853,0.73981,0.62867,0.66223,0.45386,1.16813,0.99944,1.34121,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976
290,4394.8,1.05583,1.05559,1.24324,0.71508,0.63847,0.6639,0.44917,1.16546,1.00664,1.34524,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778,0.0128334,0.0042778
291,4410.04,1.05602,1.06612,1.24929,0.71044,0.65706,0.66459,0.45597,1.15662,1.01067,1.33557,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
292,4425.08,1.0418,1.03798,1.22966,0.71284,0.65125,0.65972,0.45298,1.15741,1.01541,1.33705,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382,0.0127146,0.0042382
293,4440.2,1.07155,1.0577,1.24939,0.68891,0.65884,0.6517,0.45308,1.15827,1.0279,1.33724,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184
294,4455.12,1.05072,1.04201,1.23783,0.69677,0.65108,0.6546,0.45166,1.15838,1.03158,1.33809,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986,0.0125958,0.0041986
295,4470.12,1.04485,1.03344,1.23754,0.71033,0.64976,0.65158,0.45108,1.1548,1.0469,1.33258,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788
296,4485.71,1.05144,1.05546,1.24689,0.69613,0.65751,0.66281,0.45758,1.16419,1.04799,1.33906,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
297,4500.75,1.04607,1.05452,1.23724,0.70126,0.64969,0.66232,0.44939,1.16876,1.03267,1.3434,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392
298,4515.86,1.04509,1.05476,1.24553,0.76152,0.6102,0.67132,0.46085,1.16522,1.02435,1.33919,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194,0.0123582,0.0041194
299,4531.09,1.04481,1.03995,1.23663,0.78643,0.61415,0.67615,0.46464,1.16157,1.01624,1.33703,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996
300,4546.3,1.04263,1.0373,1.23711,0.77413,0.61451,0.6683,0.45646,1.15835,1.01536,1.33098,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798,0.0122394,0.0040798
301,4561.69,1.03896,1.03585,1.23591,0.80455,0.5959,0.66897,0.46026,1.15333,1.01026,1.32347,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
302,4576.77,1.03559,1.03501,1.23766,0.68981,0.66918,0.66709,0.4622,1.15085,1.0125,1.32251,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402,0.0121206,0.0040402
303,4591.84,1.04065,1.03956,1.23922,0.70339,0.65916,0.66953,0.45793,1.1507,1.00327,1.32253,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204
304,4606.92,1.04623,1.04331,1.24113,0.68912,0.67304,0.67504,0.46067,1.1518,1.00434,1.32437,0.0120018,0.0040006,0.0120018,0.0040006,0.0120018,0.0040006,0.0120018,0.0040006
305,4622.17,1.03748,1.02718,1.23089,0.75609,0.65197,0.68025,0.4642,1.15018,0.9942,1.32398,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808
306,4637.53,1.03822,1.0277,1.23306,0.74872,0.64814,0.67422,0.46453,1.15307,0.97118,1.32831,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
307,4652.6,1.03364,1.03858,1.23163,0.69294,0.6961,0.67455,0.4655,1.15936,0.97546,1.33017,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412
308,4667.67,1.03567,1.02393,1.22916,0.74886,0.63426,0.67796,0.47035,1.15972,0.97195,1.32763,0.0117642,0.0039214,0.0117642,0.0039214,0.0117642,0.0039214,0.0117642,0.0039214
309,4682.69,1.04644,1.03928,1.23646,0.72203,0.66396,0.67447,0.4723,1.15204,0.97358,1.32567,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016
310,4698.05,1.02547,1.02704,1.22726,0.70252,0.68035,0.67367,0.47218,1.15178,0.97719,1.32699,0.0116454,0.0038818,0.0116454,0.0038818,0.0116454,0.0038818,0.0116454,0.0038818
311,4713.28,1.03403,1.02529,1.23152,0.77636,0.61651,0.67226,0.46504,1.15195,0.97317,1.33232,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
312,4728.27,1.0322,1.02157,1.23228,0.78734,0.62405,0.67009,0.46845,1.16213,0.96902,1.3483,0.0115266,0.0038422,0.0115266,0.0038422,0.0115266,0.0038422,0.0115266,0.0038422
313,4743.48,1.03017,1.03216,1.22711,0.78174,0.62077,0.6666,0.4598,1.16451,0.96893,1.35314,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224
314,4758.66,1.03171,1.01639,1.22739,0.77171,0.62428,0.66619,0.46064,1.15956,0.97499,1.34956,0.0114078,0.0038026,0.0114078,0.0038026,0.0114078,0.0038026,0.0114078,0.0038026
315,4773.82,1.02738,1.02773,1.23193,0.76194,0.62501,0.66549,0.45952,1.15373,0.98374,1.34779,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828
316,4788.91,1.02404,1.00313,1.21914,0.74493,0.63783,0.66874,0.46332,1.15121,0.9892,1.34753,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
317,4803.99,1.04065,1.03008,1.23817,0.76167,0.62271,0.66082,0.45556,1.13711,0.99189,1.34069,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432
318,4819.47,1.02739,1.01451,1.22312,0.75197,0.63664,0.66109,0.45418,1.13264,1.00129,1.33708,0.0111702,0.0037234,0.0111702,0.0037234,0.0111702,0.0037234,0.0111702,0.0037234
319,4834.76,1.0287,1.01437,1.23092,0.72736,0.64918,0.65308,0.45112,1.13761,1.00859,1.33648,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036
320,4849.84,1.02537,1.01695,1.22538,0.72018,0.65949,0.66102,0.44941,1.14801,1.01027,1.34538,0.0110514,0.0036838,0.0110514,0.0036838,0.0110514,0.0036838,0.0110514,0.0036838
321,4864.84,1.03113,1.02724,1.23389,0.73275,0.65256,0.6575,0.44616,1.1575,1.01606,1.34881,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
322,4880.19,1.0236,1.01528,1.22149,0.72966,0.6491,0.65879,0.45463,1.16026,1.0129,1.34417,0.0109326,0.0036442,0.0109326,0.0036442,0.0109326,0.0036442,0.0109326,0.0036442
323,4895.52,1.02164,1.01605,1.22597,0.7314,0.6294,0.65117,0.45082,1.16134,1.01752,1.34872,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244
324,4910.53,1.01336,1.01101,1.22523,0.71285,0.63833,0.6504,0.44956,1.14084,1.00962,1.33428,0.0108138,0.0036046,0.0108138,0.0036046,0.0108138,0.0036046,0.0108138,0.0036046
325,4925.5,1.02348,1.01351,1.22185,0.70735,0.64554,0.65494,0.45936,1.13201,1.00652,1.32814,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848
326,4940.57,1.02338,1.01697,1.22865,0.73512,0.62926,0.65681,0.46159,1.14376,1.00787,1.33303,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
327,4955.6,1.01403,1.00569,1.22693,0.7332,0.63515,0.66133,0.46062,1.14901,1.01361,1.33865,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452
328,4970.88,1.00706,0.99779,1.20735,0.73557,0.6285,0.66236,0.46119,1.15205,1.01379,1.34393,0.0105762,0.0035254,0.0105762,0.0035254,0.0105762,0.0035254,0.0105762,0.0035254
329,4986.05,1.02175,1.00013,1.2234,0.76777,0.6092,0.66664,0.46465,1.1567,1.01481,1.34783,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056
330,5001.32,1.01939,1.01012,1.22116,0.75964,0.60385,0.66518,0.46416,1.16322,1.01439,1.34771,0.0104574,0.0034858,0.0104574,0.0034858,0.0104574,0.0034858,0.0104574,0.0034858
331,5016.5,1.02931,1.01586,1.22633,0.69413,0.64947,0.66469,0.46773,1.16364,1.01054,1.34366,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
332,5031.67,1.02743,1.00043,1.22321,0.77557,0.60276,0.66695,0.46662,1.1584,1.00688,1.33846,0.0103386,0.0034462,0.0103386,0.0034462,0.0103386,0.0034462,0.0103386,0.0034462
333,5046.75,1.01852,1.01683,1.22765,0.7386,0.6172,0.65934,0.46554,1.14911,1.00226,1.33226,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264
334,5061.84,1.0047,0.99335,1.20842,0.77116,0.6019,0.66038,0.46732,1.14539,0.99149,1.32838,0.0102198,0.0034066,0.0102198,0.0034066,0.0102198,0.0034066,0.0102198,0.0034066
335,5077.23,1.02755,1.00567,1.22342,0.77456,0.60844,0.6567,0.46405,1.14487,0.9928,1.32678,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868
336,5092.33,1.00333,0.99129,1.20934,0.76137,0.61073,0.65644,0.46676,1.14969,1.00735,1.32869,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
337,5107.5,1.00527,0.98666,1.21719,0.71863,0.62927,0.65079,0.46305,1.15481,1.01419,1.33078,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472
338,5122.72,1.01084,1.00613,1.22378,0.70992,0.63691,0.65068,0.46259,1.15497,1.01613,1.33324,0.0099822,0.0033274,0.0099822,0.0033274,0.0099822,0.0033274,0.0099822,0.0033274
339,5137.71,1.00571,0.98487,1.21275,0.71196,0.64148,0.65065,0.46206,1.15783,1.017,1.33495,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076
340,5152.85,1.00703,0.99685,1.21524,0.692,0.6571,0.65099,0.46133,1.15954,1.01435,1.33828,0.0098634,0.0032878,0.0098634,0.0032878,0.0098634,0.0032878,0.0098634,0.0032878
341,5167.81,1.01641,1.00798,1.21868,0.69068,0.65031,0.65228,0.46125,1.16211,1.01258,1.33848,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
342,5182.97,1.00751,0.99991,1.21515,0.68071,0.64492,0.65436,0.45668,1.15839,1.00843,1.33494,0.0097446,0.0032482,0.0097446,0.0032482,0.0097446,0.0032482,0.0097446,0.0032482
343,5198.13,1.00239,0.98675,1.21325,0.66675,0.66163,0.65245,0.45651,1.15642,1.01444,1.33529,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284
344,5213.22,0.99728,0.98412,1.20881,0.68619,0.66445,0.65315,0.45655,1.15259,1.01919,1.3342,0.0096258,0.0032086,0.0096258,0.0032086,0.0096258,0.0032086,0.0096258,0.0032086
345,5228.31,1.01728,0.99157,1.21924,0.6915,0.65474,0.65513,0.46008,1.15554,1.01523,1.33561,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888
346,5243.52,1.01346,0.99885,1.22047,0.6978,0.6522,0.65748,0.45772,1.15539,1.0202,1.33696,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
347,5258.74,1.00934,0.99909,1.22076,0.72346,0.63464,0.66045,0.45953,1.15724,1.01634,1.33889,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492
348,5273.67,1.00566,0.9809,1.20742,0.71772,0.63767,0.65867,0.4555,1.15973,1.01669,1.33787,0.0093882,0.0031294,0.0093882,0.0031294,0.0093882,0.0031294,0.0093882,0.0031294
349,5288.8,1.00351,0.98835,1.21309,0.70135,0.64542,0.65763,0.45809,1.16267,1.02018,1.3382,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096
350,5303.96,1.01148,1.00368,1.22121,0.67858,0.66939,0.65731,0.46071,1.16608,1.01758,1.34259,0.0092694,0.0030898,0.0092694,0.0030898,0.0092694,0.0030898,0.0092694,0.0030898
351,5318.96,1.00323,0.9761,1.21411,0.6907,0.65686,0.65474,0.46181,1.16706,1.01242,1.34501,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
352,5334.08,1.00433,0.9743,1.20749,0.69887,0.66317,0.65472,0.46161,1.16835,1.0123,1.34579,0.0091506,0.0030502,0.0091506,0.0030502,0.0091506,0.0030502,0.0091506,0.0030502
353,5348.95,0.9927,0.96969,1.20851,0.68751,0.667,0.65702,0.46101,1.17462,1.0094,1.34696,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304
354,5364.31,0.97447,0.94949,1.19681,0.68736,0.66835,0.65418,0.4609,1.17464,1.01252,1.34879,0.0090318,0.0030106,0.0090318,0.0030106,0.0090318,0.0030106,0.0090318,0.0030106
355,5379.44,0.99,0.96399,1.20277,0.69759,0.66345,0.65807,0.46533,1.16988,1.01984,1.35107,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908
356,5394.57,1.00129,0.97977,1.2087,0.69969,0.66935,0.65882,0.46103,1.16727,1.01389,1.34841,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
357,5409.8,1.00113,0.98358,1.20967,0.7037,0.6531,0.65631,0.46066,1.16985,1.02142,1.35019,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512
358,5424.94,0.98601,0.96287,1.20074,0.71518,0.64414,0.66103,0.46023,1.16748,1.02369,1.35003,0.0087942,0.0029314,0.0087942,0.0029314,0.0087942,0.0029314,0.0087942,0.0029314
359,5440.17,1.01409,1.00126,1.21591,0.70205,0.68118,0.66139,0.45909,1.16394,1.01569,1.34892,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116
360,5455.3,0.98659,0.96043,1.20147,0.6958,0.68628,0.66273,0.45447,1.16139,1.01635,1.3477,0.0086754,0.0028918,0.0086754,0.0028918,0.0086754,0.0028918,0.0086754,0.0028918
361,5470.36,0.99135,0.95511,1.20021,0.69197,0.67394,0.66298,0.45914,1.16519,1.02251,1.34489,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
362,5485.58,0.99134,0.96991,1.20985,0.69787,0.66877,0.66591,0.46205,1.16539,1.01842,1.3458,0.0085566,0.0028522,0.0085566,0.0028522,0.0085566,0.0028522,0.0085566,0.0028522
363,5500.73,0.97943,0.9505,1.1924,0.70824,0.66346,0.66324,0.46044,1.16341,1.01325,1.34292,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324
364,5515.75,0.98468,0.95598,1.19959,0.71256,0.64741,0.66819,0.46427,1.16417,1.0014,1.34477,0.0084378,0.0028126,0.0084378,0.0028126,0.0084378,0.0028126,0.0084378,0.0028126
365,5530.96,0.99348,0.96717,1.19811,0.70635,0.64471,0.66903,0.46629,1.16621,1.00321,1.34471,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928
366,5546.16,0.99275,0.97304,1.20962,0.66318,0.69271,0.66768,0.46729,1.16257,0.99846,1.34328,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
367,5561.46,0.98077,0.94794,1.19728,0.67546,0.67986,0.66723,0.46391,1.16204,0.9997,1.34414,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532
368,5576.43,0.97461,0.95892,1.19061,0.67154,0.67201,0.66914,0.46619,1.15634,1.00289,1.34272,0.0082002,0.0027334,0.0082002,0.0027334,0.0082002,0.0027334,0.0082002,0.0027334
369,5591.6,0.98511,0.95582,1.20127,0.7119,0.64002,0.671,0.46955,1.15184,1.00389,1.34013,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136
370,5606.89,0.98161,0.95685,1.19728,0.67418,0.66542,0.67186,0.46964,1.15156,1.00281,1.34008,0.0080814,0.0026938,0.0080814,0.0026938,0.0080814,0.0026938,0.0080814,0.0026938
371,5621.94,0.99302,0.96995,1.2035,0.65295,0.68061,0.67151,0.47477,1.14876,1.00183,1.3386,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
372,5636.95,0.98377,0.95392,1.19466,0.65075,0.69592,0.6705,0.47654,1.15292,1.00876,1.34174,0.0079626,0.0026542,0.0079626,0.0026542,0.0079626,0.0026542,0.0079626,0.0026542
373,5652.04,0.98342,0.96928,1.20389,0.64551,0.69132,0.67049,0.47367,1.15689,1.00991,1.34449,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344
374,5667.34,0.97855,0.95288,1.19643,0.64923,0.69612,0.66963,0.47028,1.15584,1.01029,1.34326,0.0078438,0.0026146,0.0078438,0.0026146,0.0078438,0.0026146,0.0078438,0.0026146
375,5682.49,0.9803,0.95853,1.19953,0.64442,0.69055,0.67146,0.47095,1.15331,1.01154,1.33873,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948
376,5697.54,0.98425,0.96092,1.2,0.68262,0.6554,0.66964,0.47126,1.14901,1.00773,1.33648,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
377,5712.74,0.97237,0.95057,1.19466,0.69129,0.64378,0.66875,0.46942,1.14891,1.00282,1.33494,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552
378,5727.87,0.97892,0.95854,1.19978,0.66435,0.67311,0.67009,0.46727,1.15392,1.00687,1.33758,0.0076062,0.0025354,0.0076062,0.0025354,0.0076062,0.0025354,0.0076062,0.0025354
379,5743.07,0.97118,0.95537,1.19566,0.67753,0.67091,0.66851,0.46502,1.1617,1.00904,1.34131,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156
380,5758.29,0.97004,0.95251,1.19764,0.6727,0.67311,0.66893,0.46717,1.16333,1.00964,1.34229,0.0074874,0.0024958,0.0074874,0.0024958,0.0074874,0.0024958,0.0074874,0.0024958
381,5773.24,0.97416,0.95088,1.19553,0.67932,0.66668,0.66981,0.46857,1.16652,1.01401,1.34443,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
382,5788.56,0.97434,0.95234,1.19593,0.70229,0.63909,0.66843,0.46821,1.16745,1.01945,1.34446,0.0073686,0.0024562,0.0073686,0.0024562,0.0073686,0.0024562,0.0073686,0.0024562
383,5803.73,0.97303,0.94825,1.19684,0.70063,0.65503,0.66976,0.47115,1.16575,1.02065,1.34342,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364
384,5818.68,0.97737,0.95802,1.196,0.70807,0.65997,0.67821,0.47152,1.16486,1.01637,1.34449,0.0072498,0.0024166,0.0072498,0.0024166,0.0072498,0.0024166,0.0072498,0.0024166
385,5833.75,0.98111,0.95829,1.19817,0.70777,0.66271,0.67445,0.47185,1.16006,1.01482,1.34179,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968
386,5848.94,0.95939,0.9279,1.18026,0.69366,0.66254,0.6655,0.47295,1.15259,1.01411,1.33751,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
387,5864.3,0.96609,0.94476,1.19622,0.71427,0.64064,0.66563,0.47581,1.15056,1.01177,1.33776,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572
388,5879.22,0.95486,0.92455,1.18017,0.72816,0.63947,0.66504,0.47482,1.1497,1.01446,1.33739,0.0070122,0.0023374,0.0070122,0.0023374,0.0070122,0.0023374,0.0070122,0.0023374
389,5894.41,0.96925,0.94972,1.19489,0.72538,0.63781,0.66501,0.47166,1.14763,1.0107,1.33709,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176
390,5909.88,0.95952,0.93006,1.18938,0.71366,0.6517,0.66755,0.47352,1.1433,1.00534,1.33442,0.0068934,0.0022978,0.0068934,0.0022978,0.0068934,0.0022978,0.0068934,0.0022978
391,5925.17,0.97219,0.92955,1.18939,0.70466,0.6544,0.66697,0.47276,1.14308,1.00289,1.33188,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
392,5940.11,0.96614,0.93504,1.18404,0.70556,0.66678,0.67429,0.47383,1.14489,1.00525,1.3317,0.0067746,0.0022582,0.0067746,0.0022582,0.0067746,0.0022582,0.0067746,0.0022582
393,5955.12,0.96994,0.94897,1.1949,0.70578,0.66872,0.67765,0.47728,1.14653,1.00464,1.33244,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384
394,5970.38,0.95375,0.92779,1.18251,0.69922,0.67321,0.67709,0.47361,1.14896,1.00219,1.33477,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186
395,5985.47,0.96224,0.92828,1.18465,0.70918,0.67209,0.67584,0.47457,1.14964,1.00145,1.33626,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988
396,6000.31,0.96474,0.94072,1.1879,0.70385,0.67072,0.67746,0.47164,1.14798,1.00125,1.33431,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
397,6015.53,0.96134,0.93752,1.19171,0.70001,0.67276,0.67945,0.4738,1.1472,0.99822,1.33462,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592
398,6030.86,0.94867,0.92259,1.17711,0.69975,0.67119,0.67951,0.47328,1.14778,0.99798,1.33561,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394
399,6046.1,0.96863,0.94318,1.19151,0.69649,0.66194,0.67034,0.47182,1.15222,0.99209,1.33863,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196
